Lien d'une DB de musiques (khinsider),,,,,,,,,Votants,,,,,,,,,,,,,,,,,,,,,,,
"Hésitez pas à rajouter des musiques, et à noter celles déjà dans le gsheet",,,,,,,,,"(1 si vous êtes cap de la reconnaître en blindtest, 0 sinon)",,,,,,,,,,,,,,,,,,,,,,,
"Mettez en priorité les liens de la page web, les liens de l'audio deviennent rapidemment obsolètes mais on peut les récupérer grâce à la page web",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Licence, nb: 315","Jeu, nb: 541","OST, nb: 1294",Noms Valides pr trouver séparé les noms par /,"Lien page web, nb: 192",,Lien audio,Nb de vote,Vote moyenne connais (1)/connais pas (0),UserA,UserB,UserC,UserD,UserE,UserF,UserG,UserH,UserI,UserJ,UserK,UserL,UserM,UserN,UserO,UserP,UserQ,UserR,UserS,UserT,UserU,UserV,UserW,UserX
League of Legends,Teamfight Tactics,Maestro theme (remix rumble),,,,https://audio.jukehost.co.uk/MYa5u63vlWyiH4cKkttchIefOVg79ugx,4,5,1,0,,,,,1,,,,,,,,,,0,,,,,,,
Lost Ark,Lost Ark,Club Avenue,,https://downloads.khinsider.com/game-soundtracks/album/lost-ark-vol.2-in-game-track-2018/07.%2520Club%2520Avenue.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Mario et Luigi,Bowser's Inside Story,Let's meet in a different forest,,,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Mario et Luigi,Bowser's Inside Story,Oki Doki,,,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Mario et Luigi,Bowser's Inside Story,To a new adventure,,,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Mario et Luigi,Dream Team Bros.,Château de Peach,,,,https://lambda.vgmtreasurechest.com/soundtracks/mario-and-luigi-dream-team/lwbpxsxi/16%20Peach%27s%20Castle%20Theme.mp3,2,5,,,1,,,,0,,,,,,,,,,,,,,,,,
Mario et Luigi,Dream Team Bros.,Parc de l'éveil,,,,https://lambda.vgmtreasurechest.com/soundtracks/mario-and-luigi-dream-team/yzbkvzkb/21%20Breezy%20Mushrise%20Park.mp3,2,5,,,1,,,,0,,,,,,,,,,,,,,,,,
Mario et Luigi,Dream Team Bros.,Title,,,,https://lambda.vgmtreasurechest.com/soundtracks/mario-and-luigi-dream-team/hdwwrwgs/01%20Your%20Dream%20Adventure%21.mp3,2,5,,,1,,,,0,,,,,,,,,,,,,,,,,
Mario et Luigi,Les frères du temps,Volcan Thwomp,,,,https://nu.vgmtreasurechest.com/soundtracks/mario-luigi-partners-in-time-arrangement-ost-2018/mmxcsged/20.%20Thwomp%20Volcano.mp3,2,5,,,1,,,,0,,,,,,,,,,,,,,,,,
Mario Kart,Mario Kart 8 Deluxe,Sunshine Airport,,,,https://audio.jukehost.co.uk/NUTOFAH9S6fYXwlIxgWw0jlQ8obIcbPR,6,5,1,0,,,,0,1,,,,0,1,,,,,,,,,,,,
Mario Kart,Mario Kart 8 Deluxe,Water Park,,,,https://audio.jukehost.co.uk/NxL9JzvR7ozAhWAMCirIRyF1J3UiWLGM,6,5,1,0,,,,0,1,,,,0,1,,,,,,,,,,,,
Mario Kart,Mario Kart Wii,Main Menu,,,,,8,5,1,0,1,,,0,1,0,,,0,1,,,,,,,,,,,,
Mario Kart,Mario Kart Wii,Route Arc-en-ciel,,,,,8,5,1,0,1,,,0,1,,,,0,1,,,,,,,,,,,0,
Mario Kart,Mario Kart Wii,Wi Fi menu,,,,,4,5,1,0,,,,,1,,,,,,,,,,0,,,,,,,
Metroid,Metroid Dread,Artaria 2,,,,,2,5,,,,,,,0,,1,,,,,,,,,,,,,,,
Metroid,Metroid Dread,Burenia,,,,,2,5,,,,,,,0,,1,,,,,,,,,,,,,,,
Metroid,Metroid Fusion,VS Nightmare,,,,,2,5,,,,,,,0,,1,,,,,,,,,,,,,,,
Metroid,Metroid Prime,Phendrana Drifts,,,,,2,5,,,,,,,0,,1,,,,,,,,,,,,,,,
Metroid,Metroid Prime,VS Metroid Prime - Core,,,,,2,5,,,,,,,0,,1,,,,,,,,,,,,,,,
Metroid,Metroid Prime 3,Skytown,,,,,2,5,,,,,,,0,,1,,,,,,,,,,,,,,,
Metroid,Metroid Prime 3,VS Gandrayda,,,,,2,5,,,,,,,0,,1,,,,,,,,,,,,,,,
Metroid,Metroid Prime 3,VS Rundas,,,,,2,5,,,,,,,0,,1,,,,,,,,,,,,,,,
Metroid,Metroid Prime Hunters,VS Sylux,,,,,2,5,,,,,,,0,,1,,,,,,,,,,,,,,,
Metroid,Super Metroid,Brinstar Overgrown with Vegetation Area,Brinstar Jungle,,,,2,5,,,,,,,0,,1,,,,,,,,,,,,,,,
Minecraft,Minecraft,Pigstep,,,,https://audio.jukehost.co.uk/gsLzRIBoJGpoEbyxvMmbU8iCldLdxj3K,6,5,0,0,1,,,,1,1,,,0,,,,,,,,,,,,,
NieR,NieR Replicant,Shadowlord's castle,,,,,2,5,,,0,,,,1,,,,,,,,,,,,,,,,,
Octopath Traveler,Octopath Traveler,"Primrose, the Dancer",Primrose,,,https://lambda.vgmtreasurechest.com/soundtracks/octopath-traveler-original-soundtrack-2018/efoeelpr/1-06%20Primrose%2C%20the%20Dancer.mp3,2,5,,,1,,,,0,,,,,,,,,,,,,,,,,
OneShot,OneShot,On Little Cat Feet,,,,https://audio.jukehost.co.uk/4QzXc3MSach2wpBg4sWV8WejbSZEor01,8,5,0,1,,,,,0,1,,,,,,0,,,1,,,,0,,1,
Persona,Persona 3,Mass Destruction,,,,https://audio.jukehost.co.uk/6jyB11ZKLsw3oqTYcT5cvldA2h3bPFzV,6,5,1,0,,,,,1,0,,,,,,1,,,0,,,,,,,
Persona,Persona 3 : Dancing in Moonlight,Our Moment,opening theme,,,,6,5,1,0,,,,,1,0,,,,,,1,,,0,,,,,,,
Persona,Persona 4,I'll face myself,,,,https://audio.jukehost.co.uk/jR7WxbnMSan6KP6CGj0Y44bmOQXt8ZAc,6,5,1,0,,,,,1,0,,,0,,,1,,,,,,,,,,
Persona,Persona 4,I'll face myself - battle,,,,https://audio.jukehost.co.uk/vksrycqVcFyVOJqgF7DH6crwLUjRM4Rv,6,5,1,0,,,,,1,0,,,0,,,1,,,,,,,,,,
Persona,Persona 5,Price,,https://downloads.khinsider.com/game-soundtracks/album/persona-5-royal-the-complete-soundtrack/2-16.%2520Price.mp3,,https://lambda.vgmtreasurechest.com/soundtracks/persona-5-royal-the-complete-soundtrack/nohtvzka/2-16.%20Price.mp3,6,5,0,0,,,,,1,,,1,0,,,1,,,,,,,,,,
Persona,Persona 5,Wake up Get up Get Out There,,https://downloads.khinsider.com/game-soundtracks/album/persona-5-royal-the-complete-soundtrack/1-01.%2520Wake%2520Up%252C%2520Get%2520Up%252C%2520Get%2520Out%2520There.mp3,,https://audio.jukehost.co.uk/OoTbHpXrTO3S8XwtPVcFO96HBbFvaskZ,8,5,1,0,,,,0,1,0,,1,0,,,1,,,,,,,,,,
Pikmin,,,,,,,2,5,,1,,,,,,,,,,,,0,,,,,,,,,,
Pineapple On Pizza,Pineapple On Pizza,The Floor is Lava,,,,,11,5,1,0,0,,,1,1,1,,1,0,,,0,,,,,,,,0,0,
Pokemon,Gen 1,Bourg Pallet,,https://downloads.khinsider.com/game-soundtracks/album/pokemon-red-green-blue-yellow/04%2520Pallet%2520Town.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon,Gen 1,Bycicle,,https://downloads.khinsider.com/game-soundtracks/album/pokemon-red-green-blue-yellow/38.%2520Bicycle.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon,Gen 1,Cerulean City (Azuria),,https://downloads.khinsider.com/game-soundtracks/album/pokemon-red-green-blue-yellow/34%2520Cerulean%2520City.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon,Gen 1,Pkmn Lab,,https://downloads.khinsider.com/game-soundtracks/album/pokemon-red-green-blue-yellow/07.%2520Pok%25C3%25A9mon%2520Lab.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon,Gen 1,Pkmn Tower,,https://downloads.khinsider.com/game-soundtracks/album/pokemon-red-green-blue-yellow/45%2520Pok%25C3%25A9mon%2520Tower.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon,Gen 1,Trainer (Bad Guy),,https://downloads.khinsider.com/game-soundtracks/album/pokemon-red-green-blue-yellow/33.%2520A%2520Trainer%2520Appears%2520%2528Bad%2520Guy%2520Version%2529.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon,Gen 1,Viridian City (Jadielle),,https://downloads.khinsider.com/game-soundtracks/album/pokemon-red-green-blue-yellow/17%2520Viridian%2520City.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon,Gen 1,Viridian Forest (Foret de jade),,https://downloads.khinsider.com/game-soundtracks/album/pokemon-red-green-blue-yellow/22%2520Viridian%2520Forest.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon,Gen 2,Route 29,,,,https://audio.jukehost.co.uk/tdayZolqZ9VA8kbSkolFP7cFR5Kp3nIh,6,5,1,0,,,,0,0,1,,,1,,,,,,,,,,,,,
Pokemon,Gen 2 Remaster,New Bark Town,,,,https://audio.jukehost.co.uk/Ap1h0i9AOsS5LdHyRr4iz78F8bsL7tG4,6,5,1,0,,,,0,1,1,,,0,,,,,,,,,,,,,
Pokemon,Gen 3,Dive,,,,https://audio.jukehost.co.uk/g1DPFrmfSAtykVEDf6pGtmH5FPMPyzhd,6,5,1,0,,,,0,0,1,,,1,,,,,,,,,,,,,
Pokemon,Gen 4,Distorion World,,,,,6,5,1,0,,,,,1,0,,1,0,,,,,,,,,,,,,
Pokemon,Gen 5,Battle,,,,https://audio.jukehost.co.uk/wFDoIacmCgBUZAjeEiD7jVtxBQy3fRAx,6,5,1,0,,,,0,1,1,,,0,,,,,,,,,,,,,
Pokemon,Gen 5,Entralink theme,,,,https://audio.jukehost.co.uk/kcywNAN4U0uvD88AfYwDzHHey9cJcCF6,4,5,1,0,,,,,1,,,,,,,,,,0,,,,,,,
Pokemon,Gen 7,Gladion battle theme,,,,https://audio.jukehost.co.uk/uCZF3pHIfIDxpxelxgBne3zXFWFhIxuP,6,5,1,0,,,,,1,1,,,,,,,,,0,0,,,,,,
Pokémon,Pokémon Shuffle,Galerie Rouge,,https://downloads.khinsider.com/game-soundtracks/album/pok-mon-shuffle-3ds-gamerip-2015/08.%2520Galerie%2520Rouge.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokémon,Pokémon Shuffle,Isla Asul,,https://downloads.khinsider.com/game-soundtracks/album/pok-mon-shuffle-3ds-gamerip-2015/06.%2520Isla%2520Asul.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokémon,Pokémon Shuffle,Rainbow Park,,https://downloads.khinsider.com/game-soundtracks/album/pok-mon-shuffle-3ds-gamerip-2015/07.%2520Rainbow%2520Park.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokémon,Pokémon Shuffle,Silbern Museum,,https://downloads.khinsider.com/game-soundtracks/album/pok-mon-shuffle-3ds-gamerip-2015/10.%2520Silbern%2520Museum.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokémon,Pokémon Shuffle,Sweet Strasse,,https://downloads.khinsider.com/game-soundtracks/album/pok-mon-shuffle-3ds-gamerip-2015/09.%2520Sweet%2520Strasse.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokémon,Pokémon Shuffle,Title,,https://downloads.khinsider.com/game-soundtracks/album/pok-mon-shuffle-3ds-gamerip-2015/02.%2520Title%2520Screen.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon Donjon Mystère ,Pokemon Donjon Mystère : Blue Rescue Team,Opening,,https://downloads.khinsider.com/game-soundtracks/album/pokemon-mystery-dungeon-blue-rescue-team/01.%2520Opening.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon Donjon Mystère ,Pokemon Donjon Mystère : Blue Rescue Team,Pokemon Square,,https://downloads.khinsider.com/game-soundtracks/album/pokemon-mystery-dungeon-blue-rescue-team/13.%2520Pokemon%2520Square.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon Donjon Mystère ,Pokemon Donjon Mystère : Blue Rescue Team,Rescue Base,,https://downloads.khinsider.com/game-soundtracks/album/pokemon-mystery-dungeon-blue-rescue-team/10.%2520Rescue%2520Base.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon Donjon Mystère ,Pokemon Donjon Mystère : Blue Rescue Team,Top Menu,,https://downloads.khinsider.com/game-soundtracks/album/pokemon-mystery-dungeon-blue-rescue-team/03.%2520Top%2520Menu.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Pokemon Donjon Mystère ,Pokemon Donjon Mystère : Blue Rescue Team,Welcome to the World of Pokemon,,https://downloads.khinsider.com/game-soundtracks/album/pokemon-mystery-dungeon-blue-rescue-team/04.%2520Welcome%2521%2520To%2520the%2520World%2520of%2520Pokemon%2521.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Portal,Portal 2,Machiavellian Bach,,,,https://jetta.vgmtreasurechest.com/soundtracks/portal-2-soundtrack-songs-to-test-by-collectors-edition/bwgodxcu/3-04%20-%20Machiavellian%20Bach.mp3,2,5,,,1,,,,0,,,,,,,,,,,,,,,,,
Portal,Portal 2,Want you gone,,,,https://audio.jukehost.co.uk/Kbv89qV96PacGdkDoFcWRzLhUbzhfQzU,8,5,0,1,1,,,0,1,1,,0,0,,,,,,,,,,,,,
Professor Layton,The Curious Village,Puzzles,,,,https://vgmtreasurechest.com/soundtracks/professor-layton-and-the-curious-village/waxhdylvtw/05.%20Puzzles.mp3,6,5,0,0,,,,,1,1,,,,,,,,,1,,,,0,,,
Rayman,Rayman 2 gbc,Main Theme,,,,https://www.youtube.com/watch?v=tl5jje78Ya4,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
RV There Yet?,RV There Yet?,Jesus Take the Wheel,,,,https://nu.vgmtreasurechest.com/soundtracks/rv-there-yet-soundtrack-2025/iwhuuekvnh/01.%20Jesus%20Take%20The%20Wheel.mp3,2,5,,1,,,,,0,,,,,,,,,,,,,,,,,
RV There Yet?,RV There Yet?,Relax Embrace,,,,https://nu.vgmtreasurechest.com/soundtracks/rv-there-yet-soundtrack-2025/vpbfieawio/02.%20Relax%20Embrace.mp3,2,5,,1,,,,,0,,,,,,,,,,,,,,,,,
Sonic,Frontiers,Undefeatable,,,,https://audio.jukehost.co.uk/MVw8IKy1lNM1pZ8fmYgta0xZXNkrSrbt,6,5,0,0,,,,1,1,,,,0,,,,1,,,,,,,,,
Spiritfarer,Spiritfarer,Meteoroids,,,,https://lambda.vgmtreasurechest.com/soundtracks/spiritfarer-farewell-edition-2022/gnqfmoubxd/41.%20Meteoroids.mp3,2,5,,0,,,,,1,,,,,,,,,,,,,,,,,
SSX,SSX on Tour,Red hot ,,,,https://www.youtube.com/watch?v=5qApHtzyRq0&list=PLGz_pJSqYLg9jF-5lxWUxWVxCmnloNkGH&index=6,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
SSX,SSX on Tour,Run to the Hills,intro theme,,,https://www.youtube.com/watch?v=2XW0wAbDJpE,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Stardew Valley,Stardew Valley,Spring (The Valley Comes Alive),,,,https://audio.jukehost.co.uk/FZ25Jn1FgzIXS3aSuyPLvgnRqyRuT7bG,11,5,0,0,1,,,1,0,1,1,0,0,,,,,,,,,,1,,0,
Stellar Blade,Stellar Blade,Flooded Commercial Sector,,,,https://audio.jukehost.co.uk/1xi6LpPDvK2Y5RvzuCnhRV6HBNZJhGr8,6,5,0,0,,,,,1,,,1,0,,,1,,,,,,,,,,
Stellar Blade,Stellar Blade,Shaël,,https://downloads.khinsider.com/game-soundtracks/album/stellar-blade-soundtrack-2024/94.%2520Shael.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Stellar Blade,Stellar Blade,Wasteland (Reboot Type C),,,,https://audio.jukehost.co.uk/7G7RLCqaX9vmRGNyysdlYZihdRHzV4fE,6,5,0,0,,,,,1,,,1,0,,,1,,,,,,,,,,
Stellar Blade,Stellar Blade,Wasteland (Type A),,,,https://audio.jukehost.co.uk/HfVVL8l42RFT5A4AhbECdYKcxLleJcDH,6,5,0,0,,,,,1,,,1,,,,1,,,0,,,,,,,
Street Fighter,SF2,Guile's theme,Guile theme,,,https://audio.jukehost.co.uk/DRf8NQa73Z0w9J71euPzRRpWSAPbBHI3,6,5,1,0,,,,1,1,0,,,0,,,,,,,,,,,,,
Super Mario,Super Mario Galaxy 2,Starship Mario,,,,https://lambda.vgmtreasurechest.com/soundtracks/super-mario-galaxy-2/qjyoakzt/1-33.%20Starship%20Mario%202.mp3,2,5,,,1,,,,0,,,,,,,,,,,,,,,,,
Super Smash Bros,Brawl,Final Destination,,,,https://audio.jukehost.co.uk/WZttAJO04dwYfNnbHjoP1M3y6AED4DFu,10,5,1,1,,,,0,1,1,,0,0,,1,0,,,,,,,,,0,
Supercell,Clash of Clans,Home,,,,,4,5,1,0,,,,,1,0,,,,,,,,,,,,,,,,
Superman,Superman gbc,track 3,,https://downloads.khinsider.com/game-soundtracks/album/superman-1997-sgb/03%2520BGM%2520%252303.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 5,mode select,,https://downloads.khinsider.com/game-soundtracks/album/tekken-5-tekken-dark-resurrection-original-soundtrack/1-03.%2520Mode%2520select%2520~Tekken5~.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 5,neonatal,,https://downloads.khinsider.com/game-soundtracks/album/tekken-5-original-soundtrack/02.%2520tekken%25205%2520-%2520neonatal.mp3,,,2,5,,,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,Libertation,,,,https://audio.jukehost.co.uk/RCPwd0jFWRt7q7rhJARoEpIlBUwNkBsv,4,5,1,0,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,My Last Stand/Opening,,https://downloads.khinsider.com/game-soundtracks/album/tekken-8-original-soundtrack-2024/01.%2520My%2520Last%2520Stand.mp3,,https://jetta.vgmtreasurechest.com/soundtracks/tekken-8-original-soundtrack-2024/qhoyzevq/01.%20My%20Last%20Stand.mp3,6,5,1,0,,,,,1,0,,1,0,,,,,,,,,,,,,
Tekken,Tekken 8,Opening,,,,https://audio.jukehost.co.uk/gOzoRqIYo08f45DnnSEGpy1ebxuflOMD,6,5,1,0,,,,,1,0,,1,0,,,,,,,,,,,,,
Tekken,Tekken 8,Ortiz farm (classic),,,,https://audio.jukehost.co.uk/3NSjt9VC5GC75izBXKs6y9I3JcJihSHf,4,5,0,0,,,,,1,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,Ortiz farm (climax),,,,https://audio.jukehost.co.uk/BdhWb7ZAeaiD0qUYbpfumD7MYlx54YDE,4,5,0,0,,,,,1,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,Seaside Resort (classic),,,,,6,5,1,0,,,,,1,0,,1,,,,0,,,,,,,,,,
Tekken,Tekken 8,Twilight party cruise (classic),,,,https://audio.jukehost.co.uk/wixcRMLV3VUb65QNzUbxMjbyEsSjrvSB,6,5,1,0,,,,,1,,,1,0,,,,,,0,,,,,,,
Tekken,Tekken 8,Yakushima (classic),,,,https://audio.jukehost.co.uk/vBoppMUMpl7olgKYT45IRa198657cyeR,4,5,1,0,,,,,0,,,1,,,,,,,,,,,,,,
The Binding of Isaac,Rebirth,Diptera Sonata,Isaac,,,,6,5,1,0,,,,,1,1,,0,,,,,,,0,,,,,,,
The Elder Scrolls,Skyrim,Steel on Steel,,,,https://audio.jukehost.co.uk/9zotqfQ3v7N01V9ASyDT0FtARyXaQKvu,11,5,1,0,1,,1,0,1,0,1,1,0,,,,,,,,,,,,0,
Ultrakill,Ultrakill,The CyberGrind,,,,https://audio.jukehost.co.uk/MW6IuNsRnF3HDJVy6Ip6B9xvbfEgupjY,4,5,0,0,,,,,1,,,,,,,,,,1,,,,,,,
Viva Piñata,OG,Soil Song,,,,https://jetta.vgmtreasurechest.com/soundtracks/viva-pinata-original-soundtrack/uthgljoq/24%20Soil%20Song.mp3,2,5,,,1,,,,0,,,,,,,,,,,,,,,,,
WarioWare,Mega Microgame,Main Menu,,,,,4,5,1,0,,,,,1,,,,,,,0,,,,,,,,,,
Yakuza,Yakuza 0 ,Friday Night,,,,https://audio.jukehost.co.uk/sXR3tFsi0y8Gr27V3jfoTrT8F2HzY4Xj,6,5,1,0,,,,,1,,,,0,,,,1,,0,,,,,,,
Zelda,Breath of the wild,E3 2017,,,,https://audio.jukehost.co.uk/M5BJB0runmhwtc2oxNYcftsFxcXsFqKf,10,5,0,1,1,,,1,1,0,1,0,0,,0,,,,,,,,,,,
Zelda,Wind Waker,Molgera,,https://downloads.khinsider.com/game-soundtracks/album/legend-of-zelda-the-the-wind-waker-hd-2013-wii-u-gamerip/4-02.%2520Molgera%2520Battle.mp3,,https://nu.vgmtreasurechest.com/soundtracks/legend-of-zelda-the-the-wind-waker-hd-2013-wii-u-gamerip/fsgtsgaupi/4-02.%20Molgera%20Battle.mp3,6,5,1,0,,,,,1,,,,0,,1,,,,0,,,,,,,
Ace Combat,Ace Combat 4,Megalith Agnus Dei,,,,https://audio.jukehost.co.uk/MBcRDkiIBOPEcA52Ah1hfnI4zPkbA9he,7,6,0,0,,,,1,1,1,,,0,,,,,,0,,,,,,,
Age of Empire,Age of Empire 3,Main Theme,,,,https://audio.jukehost.co.uk/b2lCTYJJDDX9aAKPHEtPPWYMjlMm2GEM,16,6,1,0,0,0,1,0,1,0,1,1,0,0,,0,0,,1,,,,,,1,
Animal Crossing,Animal Crossing : City Folks,City Day,AC/ACCF,,,https://audio.jukehost.co.uk/j4yXWmRrwyQ3A7IpHcpAfYTaj74wunDi,14,6,1,0,0,1,,0,0,0,1,0,0,0,,0,1,,,,,,1,,,
Animal Crossing,Animal Crossing : New Leaf,8 P.M.,AC/ACNL,,,https://audio.jukehost.co.uk/q6gN0mlLmpz698TgQYZuidWiGP8gJEwW,11,6,1,1,0,,,0,1,1,,0,0,0,,0,0,,,,,,,,,
Animal Crossing,Animal Crossing : Wild World,Post Office,AC/ACWW,,,https://audio.jukehost.co.uk/CE9GzHeyOgjnWJ8DJIW9YRaYK1jm9zq7,11,6,1,0,1,,,0,0,1,,0,0,0,,1,0,,,,,,,,,
Animal Crossing,Musique de KK,K.K. Disco,,,,https://audio.jukehost.co.uk/i8aIjeyC2bK7gTnovTKnYzGKNk9YMB0J,11,6,1,1,0,,,0,0,0,,0,0,1,,0,1,,,,,,,,,
Animal Crossing,Musique de KK,K.K. House,,,,https://audio.jukehost.co.uk/K2PHtbLxVehVBX42Iv3M8FuwXGxZSuni,11,6,1,1,0,,,0,0,0,,0,0,1,,0,1,,,,,,,,,
Animal Crossing,Musique de KK,K.K. Parade,,,,https://audio.jukehost.co.uk/Md9mkaqEsbyP6elbWhzT4cfQIJ1LFxBw,11,6,1,1,0,,,0,0,0,,0,0,1,,0,1,,,,,,,,,
Assassin's Creed,Assassin's Creed IV Black Flag,Main theme,,,,https://audio.jukehost.co.uk/ZMUu7Z3pAFyX1nKraW8gfHkOHi389RZN,8,6,0,0,,,,0,1,,,0,0,,,1,1,,,,,,,,,
Balatro,Balatro,Main Theme,,,,https://audio.jukehost.co.uk/sdCw91jPH1ox2IQYOZpgeTiykNHJWWX2,13,6,0,0,0,,,0,1,1,1,0,0,0,,0,1,,,,,,,,1,
Bopl Battle,Bobl Battle,Battle blops,,,,https://audio.jukehost.co.uk/rRQGRkKgSudSRjh5twMH9h7xDKx9X2hW,7,6,0,0,,,,,1,,,,1,1,,0,0,,,,,,,,,
Bopl Battle,Bobl Battle,Don't get hit,,,,https://audio.jukehost.co.uk/PGP8l78ct84VwfP1XPPWy0d2CFyQTovJ,7,6,0,0,,,,,1,,,,1,1,,0,0,,,,,,,,,
Bopl Battle,Bobl Battle,Friendship,,,,https://audio.jukehost.co.uk/8dV9Y5y6TEdfKBQxNkh4o6OobrprJYxh,8,6,0,0,,,,,1,0,,,1,1,,0,0,,,,,,,,,
Bopl Battle,Bobl Battle,Lightning cruiser,,,,https://audio.jukehost.co.uk/syxsuu3YB2w3mzrFnbkVLsJB5eTY06db,7,6,0,0,,,,,1,,,,1,1,,0,0,,,,,,,,,
Bopl Battle,Bobl Battle,Pump it up,,,,https://audio.jukehost.co.uk/a3I17EHgmq7O4B2COpzrfXRz7KtEHmks,8,6,0,0,,,,,1,,,,1,1,,0,0,,,0,,,,,,
Borderlands,Borderlands,Ain't No Rest for the Wicked,Intro,https://downloads.khinsider.com/game-soundtracks/album/borderlands-gamerip-2009/22.%2520Intro%2520Music%2520No%2520Edit%2520Full.mp3,,https://lambda.vgmtreasurechest.com/soundtracks/borderlands-gamerip-2009/jutkusgd/22.%20Intro%20Music%20No%20Edit%20Full.mp3,8,6,0,0,,,,,1,1,,,0,,,1,,,0,,,,,,0,
Brain Age,Apprentissage Cérébral,Title Screen,,,,https://audio.jukehost.co.uk/yaMyqQUKdp5WtcMpVv2iSmex1oHtro6x,11,6,1,0,,,,1,1,0,,0,0,0,,0,0,,,,,,,,1,
Castlevania,Aria of Sorrow,Inner Quarters,Phantom Palace,,,https://audio.jukehost.co.uk/2fYVmi0AhFwjkZcwnPs6G9yLcVe0HegR,5,6,0,0,0,,,,1,,,,,,,,1,,,,,,,,,
Castlevania,Dawn of Sorrow,After Confession,,,,https://audio.jukehost.co.uk/Gbs5DInRJ2OkCfGwNPSK2IfwcnVeq9UG,5,6,1,0,0,,,,1,,,,,,,,,,0,,,,,,,
Crypt of the NecroDancer,Cadence of Hyrule,Ganon Battle,,,,https://audio.jukehost.co.uk/BG4kNobQHcj8Z3DyNWXwJH3pd4ZpEhCB,7,6,1,0,,,,,1,1,,,0,,,,0,,0,,,,,,,
Crypt of the NecroDancer,Crypt of the NecroDancer,Crypteque,,,,,5,6,0,0,,,,,1,,,,0,,,,,,1,,,,,,,
Crypt of the NecroDancer,Crypt of the NecroDancer,Dance of the Decorous,,,,,5,6,0,0,,,,,1,,,,0,,,,,,1,,,,,,,
Crypt of the NecroDancer,Crypt of the NecroDancer,Deep Sea Bass,,,,,5,6,0,0,,,,,1,,,,0,,,,,,1,,,,,,,
Crypt of the NecroDancer,Crypt of the NecroDancer,Konga Conga Kappa,,,,,5,6,0,0,,,,,1,,,,0,,,,,,1,,,,,,,
Crypt of the NecroDancer,Crypt of the NecroDancer,Mausoleum Mash,,,,,5,6,0,0,,,,,1,,,,0,,,,,,1,,,,,,,
Crypt of the NecroDancer,Crypt of the NecroDancer,Metalmancy ,,,,,5,6,0,0,,,,,1,,,,0,,,,,,1,,,,,,,
Crypt of the NecroDancer,Crypt of the NecroDancer,Six Feet Thunder ,,,,,5,6,0,0,,,,,1,,,,0,,,,,,1,,,,,,,
Crypt of the NecroDancer,Crypt of the NecroDancer,Tombtorial,,,,,5,6,0,0,,,,,1,,,,0,,,,,,1,,,,,,,
CyberPunk 2077,Cyberpunk 2077,I really want to stay at your house,,,,https://audio.jukehost.co.uk/Lf2mS8e7mRcXxAIYRvmPT6LeX2g9JXbA,12,6,1,0,0,0,,1,1,1,1,0,0,0,,,0,,,,,,,,,
